X,Y,Z
0.8666370428503979,0.2631448495974139,0.131408478173487
0.8062878235250995,0.31137278912316624,0.13018476283182484
0.7567963200849062,0.3555866667526425,0.12922373004078008
0.7166753547516798,0.39646061885658535,0.12846883071505585
0.6846538811621703,0.4345758295048478,0.12788433077596217
0.6596460759964381,0.47043373904547364,0.12744942223856748
0.6407248423013416,0.5044674511021283,0.12715396867864914
0.6270991031814203,0.5370515600638913,0.12699544446108754
0.6180943488696674,0.5685106033608409,0.12697674479224103
0.6131359743187847,0.599126322175473,0.12710463017654614
0.6117350091044536,0.6291438932002081,0.12738863238470913
0.613475897514029,0.6587772739525566,0.12784029564013197
0.6180060351578818,0.6882137856628099,0.12847266088372736
0.6250268102083746,0.7176180411178653,0.12929992599034598
0.6342859332993237,0.7471353101161698,0.13033723311581558
0.6455708709810083,0.7768944022774624,0.13160054774083965
0.6587032241106537,0.807010135711282,0.13310660376046923
0.6735339152707166,0.837585450310334,0.1348728961096867
0.6899390687746784,0.8687132160256671,0.13691770762397476
0.7078164834997772,0.9004777792349227,0.13926016062697213
0.7270826130732918,0.9329562840806941,0.14192028649526373
0.7476699801740321,0.9662198002967538,0.14491910845118208
0.7695249621863043,1.0003342844348029,0.14827873428180022
0.7926058944111541,1.0353613974477207,0.15202245672498577
0.8168814447148108,1.0713591981850819,0.15617486001028114
0.842329220061838,1.1083827294333863,0.16076193157289295
0.8689345709989929,1.1464845106183885,0.1658111783310855
0.8966895649609324,1.1857149491210446,0.17135174717283502
0.9255921033769436,1.226122680291213,0.17741454946717633
0.9556451610683706,1.2677548446308076,0.18403238952120748
0.9868561294246143,1.3106573092233438,0.19124009696089944
1.0192362474044874,1.354874839277811,0.19907466303376442
1.0528001065918198,1.4004512246042635,0.20757538082174679
1.0875652183930642,1.4474293649231804,0.21678398931856702
1.1235516330460757,1.4958513171106589,0.2267448212704507
1.160781601452534,1.5457583067800853,0.2375049546045767
1.1992792719852892,1.5971907059838484,0.2491143671764821
1.239070415385145,1.6501879782740423,0.26162609445604906
1.2801821716740347,1.7047885918790782,0.27509638964092364
1.322642813694539,1.7610299013256274,0.28958488553513445
1.3664815224576479,1.8189479974559675,0.30515475735775965
1.4117281699574797,1.8785775254546724,0.32187288544990195
1.458413105507199,1.9399514702022231,0.339810016625905
1.5065669419767014,2.0031009080143343,0.3590409226644563
1.5562203385804647,2.0680547236037623,0.3796445541546499
1.6074037770827945,2.1348392909164846,0.4017041875988884
1.6601473284661634,2.203478116348123,0.42530756332642383
1.7144804072543594,2.273991442742284,0.4505470113862758
1.7704315108031519,2.3463958125144346,0.4775195621644323
1.8280279409742801,2.420703588238671,0.506327038006302
1.8872955057007192,2.4969224290872787,0.5370761216206371
1.9482581980393752,2.575054721632911,0.5698783964957509
2.0109378503987285,2.6550969637203607,0.6048503539740774
2.075353761730892,2.7370391004007453,0.6421133610096754
2.1415222955978774,2.8208638113083,0.6817935819796297
2.2094564471689195,2.906545749363041,0.7240218472411255
2.2791653773883316,2.994050731316765,0.7689334604305781
2.350653912781175,3.0833348814416097,0.8166679358020432
2.4239220096472183,3.174343730606704,0.8673686562154094
2.4989641817431667,3.2670112741166832,0.9211824417310309
2.5757688909805183,3.361258993012741,0.9782590181718904
2.654317901183741,3.4569948450781616,1.0387503745079472
2.734585595573183,3.554112233559227,1.1028099975369774
2.816538259371787,3.6524889636188385,1.1705919721254063
2.900133329796492,3.7519861987889107,1.242249935281719
2.985318616695734,3.8524474321763305,1.3179358726213148
3.0720314982437937,3.953697489894836,1.3977987464092565
3.160198097408898,4.055541587118766,1.4819829454065199
3.249732446379885,4.157764460247451,1.5706265482714332
3.3405356477666417,4.260129601877137,1.6638593943595745
3.432495043177691,4.362378628527068,1.7618009585017507
3.525483401712629,4.46423081426123,1.8645580297972053
3.619358142967489,4.565382826365575,1.9722221987068667
3.713960611307298,4.665508701933659,2.084867161825052
3.809115420369934,4.764260106404497,2.2025458596833145
3.90462988897339,4.861266916580731,2.3252874698046795
4.000293591734124,4.95613817120278,2.453094284950808
4.09587804968099,5.048463431514716,2.5859385150122334
4.191136587864363,5.137814592165796,2.72375906014949
4.2858043882945065,5.223748178980804,2.866458312401065
4.379598767363136,5.305808164347149,3.0138990527585836
4.472219707061537,5.383529322981282,3.1659015203160883
4.563350668653512,5.456441140477424,3.3222407390921314
4.652659715835903,5.52407227421022,3.482644195985003
4.739800971673335,5.585955550865781,3.6467899694679087
4.8244164295925795,5.641633467249798,3.8143054124259415
4.906138133358302,5.690664141360938,3.984766493319309
4.984590734158565,5.732627639494804,4.157697896978116
5.059394424692189,5.767132583022293,4.332573979200771
5.130168240525199,5.7938229163242525,4.508820657458787
5.196533708105105,5.812384696201332,4.68581830309209
5.2581188069147275,5.822552744104886,4.862905678325813
5.314562200633743,5.824116987044147,5.039384934450767
5.365517679274784,5.816928302340978,5.2145276561128835
5.410658741581403,5.800903676794645,5.38758190173605
5.449683235102727,5.776030493395444,5.557780152902295
5.482317960931999,5.74236976933107,5.724348047611227
5.508323141771906,5.700058188133228,5.886513735588761
5.527496646408038,5.649308796417193,6.0435176602444685
5.539677861408954,5.590410271242413,6.1946225435718105
5.5447511023923,5.52372470657043,6.339123329234511
5.542648462810113,5.449683914968526,6.476356827015604
5.533352008025954,5.36878429146877,6.6057108000362
5.516895236370235,5.281580337837449,6.726632245433804
5.493363746516956,5.188676994724807,6.838634639618791
5.4628950713377415,5.090720973519007,6.941303950181035
5.425677661555868,4.98839131668307,7.034303256667467
5.381949027068588,4.882389442766487,7.117375869829934
5.331993068638377,4.7734289485838115,7.190346891080473
5.276136656632921,4.66222544537281,7.253123207993194
5.21474553550691,4.549486697989378,7.305691974851557
5.148219651755157,4.435903317043441,7.348117676660731
5.076988018283985,4.322140224714373,7.380537918250668
5.0015032389270235,4.208829077769776,7.403158115106165
4.922235822811299,4.096561788417776,7.416245288015558
4.839668419371947,3.985885237628019,7.420121178854909
4.754290101197554,3.8772972290418855,7.415154909830003
4.666590813981987,3.7712436869568076,7.401755403922214
4.577056101279469,3.668117061173309,7.380363771286024
4.486162197268853,3.568255866348078,7.351445846468903
4.394371564176775,3.471945255003749,7.315485036341001
