X,Y,Z
0.7905993520222332,0.6014424381923764,0.33429937148835265
0.7716836606392475,0.8141528637118767,0.33013972160113225
0.7759305809465105,1.0195351257648715,0.3276186803136598
0.8002910354283466,1.2240582436427987,0.3267930669962633
0.8426677562497917,1.4332838555067353,0.32787461360199127
0.901729366175486,1.652135095051857,0.33120911147849397
0.9767699390631231,1.885111356808824,0.337274655826708
1.0676040808376932,2.136461428728216,0.346693866055836
1.1744898156267456,2.410324639213462,0.3602576456929728
1.2980732979854173,2.7108473518381353,0.3789597925522644
1.4393507033706892,3.042280225878449,0.40404298370755964
1.599643655621465,3.4090600250355427,0.43705758597171357
1.780585292562873,3.8158782844137886,0.4799355294192765
1.9841145917479646,4.267737722036632,0.5350822161491349
2.2124769047768313,4.769995786177232,0.6054901639322856
2.4682287929168716,5.328393031615276,0.6948788146887573
2.754245216786712,5.94906196433582,0.8078656439698282
3.073726891541623,6.638509404535639,0.9501743147270297
3.4302051428410243,7.4035620766936505,1.1288859817657073
3.827540836226287,8.251260790918863,1.3527397226934619
4.269912831695544,9.188682951859088,1.6324870396975837
4.761789843711899,10.222665941631435,1.981302804397567
5.307877453503853,11.35939496274147,2.4152499315121663
5.913029204427614,12.603808193534633,2.9537860307536485
6.582107103338316,13.958760058204252,3.620285262620628
7.3197723988249095,15.423871393124875,4.4425248596130915
8.130182298254907,16.993986242379705,5.453049811087615
9.016562692667387,18.657154533011212,6.689277210704441
9.98062187670177,20.39207766823849,8.193130520222446
11.021767455855443,22.16500563994455,10.009903204553408
12.136091274264354,23.92618221742253,12.185947830643915
13.315100368580172,25.60612820068114,14.76469253417995
14.544203151790269,27.112361391838455,17.780449070363158
15.801018975795088,28.327590026327123,21.249580681896678
17.05367608084829,29.110949163463093,25.158973072491484
18.25940338910977,29.30433920141544,29.452554098289124
19.36389697034034,28.746068097149628,34.01795016096756
20.302114083021266,27.293297747281944,38.67716383269769
21.001232449447333,24.852674787663755,43.18688924283094
21.386376683268974,21.41471412806008,47.25460686508457
21.389210427748086,17.082704233729928,50.574315444421124
20.95855980834627,12.08340935836176,52.879522587872216
20.071044763347818,6.748185643167924,54.00191056278852
18.738758851329827,1.461848678353296,53.916290975601534
17.011067834032175,-3.4091610775571626,52.75245551486014
14.969044942873243,-7.585726465003087,50.76578866432253
12.71356780208561,-10.917690337115038,48.27652349615085
10.350441988165546,-13.386382996332847,45.60112157282263
7.9767594897157075,-15.074313044031015,42.99954185786493
5.6716522363410355,-16.120047292151828,40.650445712072674
3.492482283491749,-16.676336106366186,38.65216080367284
1.4756004445059556,-16.88159757417985,37.039018431524525
-0.3601193573626251,-16.846161394592603,35.80220634450623
-2.008723561085623,-16.649602525298736,34.90814713014054
-3.4728114575069347,-16.344340921008154,34.31170769542291
-4.759964403857056,-15.96170380378708,33.96433696770373
-5.880138343850058,-15.518186449160424,33.81839273454099
-6.843943154381095,-15.020875042489289,33.82905975995379
-7.6616363431919146,-14.471728755658255,33.95497164888694
-8.342645584438548,-13.870763196023775,34.15827696808162
-8.895457345597071,-13.21829234250838,34.40457819556712
-9.327740845288202,-12.516392897531214,34.66295033416282
-9.646606050512503,-11.769726228734928,34.90610168457825
-9.858918068334745,-10.985824543488507,35.11065142883273
-9.97160871585012,-10.174932999560129,35.25745083160407
-9.991941144221121,-9.34949906989176,35.33185664857734
-9.927696936788184,-8.52340927808833,35.323870248958364
-9.787268170918198,-7.711083542947266,35.2280786174635
-9.579649708121105,-6.926541269621844,35.04336761289626
-9.314338864271178,-6.182545911954913,34.77241620040391
-9.001159569039551,-5.489914658630944,34.42101504507176
-8.650035077998691,-4.857049701885688,33.99727728916398
-8.270736540387391,-4.2897126156292975,33.51081973108855
-7.872634147911581,-3.7910301082989855,32.97198870037132
-7.464473743950322,-3.361693326960258,32.39118959922497
-7.054195702251315,-3.00029719900943,31.77835725898872
-6.6488058519271265,-2.703761511640053,31.142581234816312
-6.254301417898419,-2.467779771481622,30.491880255495953
-5.875649253256739,-2.2872522716149915,29.833105833921113
-5.516809555092564,-2.15667287965665,29.171947266033794
-5.180795887548973,-2.0704520521068854,28.51300820776988
-4.869761504004764,-2.023169623454886,27.859927216998575
-4.585102315949776,-2.009759137684529,27.215519360029003
-4.327567998123251,-2.0256307862991716,26.581921689861883
-4.097374276940843,-2.0667427815740442,25.960730994466914
-3.8943111274041633,-2.1296318374286436,25.35312702171721
-3.7178431984066114,-2.2114129879758777,24.759978124089145
-3.567200177363538,-2.309757791036557,24.181928908142243
-3.4414559387308397,-2.4228584518868073,23.61947115461031
-3.3395961900464366,-2.5493838374654203,23.07300019656687
-3.260574954788335,-2.6884318968098144,22.542859316830743
-3.203360648990483,-2.839481740204698,22.02937473881918
-3.1669727581119047,-3.002347582918003,21.53288358648499
-3.1505102405925145,-3.177135922140227,21.0537568875669
-3.1531728087472857,-3.3642066635124817,20.592419363149688
-3.1742761942238054,-3.5641384153045497,20.149367429876303
-3.21326241633188,-3.777697791920921,19.7251865623258
-3.2697059538907842,-4.005812284216077,19.32056893068084
-3.3433165869233137,-4.249546035811291,18.936332041954717
-3.4339395318121113,-4.51007768967816,18.573438964986813
-3.541553347598716,-4.788679318653093,18.23302059995513
-3.6662659447041537,-5.086695311368128,17.916400350005183
-3.808308881370551,-5.405519938222515,17.6251214519166
-3.9680299870557474,-5.746572160018358,17.360977109090406
-4.145884204352009,-6.111266057059193,17.12604342605199
-4.342422389622727,-6.500975044476008,16.922714948836145
-4.558277655108055,-6.916987800255319,16.753742346075626
-4.794148669622782,-7.360453571927479,16.622271392819197
-5.050779159853252,-7.8323142608626535,16.531881909340782
-5.328932669954192,-8.333220436804403,16.48662462151356
-5.629361446639213,-8.863428254394986,16.491053004589368
-5.9527681274147906,-9.422674196924824,16.55024600413709
-6.299758734365794,-10.010024761488705,16.669816057038112
-6.670785337078085,-10.62369876644027,16.855895038074493
-7.066076680014303,-11.260861098524586,17.115088643292882
-7.485555121865332,-11.91738867055585,17.454387359523388
-7.928738476734384,-12.587612430991566,17.88101972795749
-8.394625872160102,-13.264043788964246,18.402231405330184
-8.881567663840517,-13.937100116672813,19.024972086124418
-9.387120909123746,-14.594852292525518,19.75547247440059
-9.907894047463923,-15.222827536814268,20.59869630629063
-10.439387396398958,-15.803912589549883,21.5576593614986
-10.975839915714051,-16.318414360303187,22.63262010420335
-11.510097360172965,-16.744345241731015,23.820166605061033
-12.033522148328771,-17.058004682564203,25.112252601906135
-12.535970401752314,-17.234922358475973,26.495271304061294
-13.00586559742468,-17.251205478840763,27.949295501576533
-13.430399585566288,-17.08528798296916,29.447649553381417
-13.795888425306575,-16.720009983521678,30.957001345082077
-14.088300581128086,-16.144865277384124,32.43815523123999
-14.29395705075369,-15.358155975376132,33.84767490710298
-14.400376943215933,-14.36871027593337,35.14035846182159
-14.397210276487677,-13.196784639574913,36.272430677786026
-14.2771677127964,-11.873817553521635,37.20513469400656
-14.036832696868924,-10.440846859534293,37.9082426148608
-13.67723411313546,-8.94563495189107,38.3629203509403
-13.204074197011021,-7.438817725016294,38.56342457685851
-12.627548549811548,-5.969627128892436,38.51729359993384
-11.961756407719637,-4.581854502145643,38.24398333454589
-11.223766217162238,-3.3106756241984123,37.77221405346079
-10.432457157865855,-2.180758408355315,37.13653750430378
-9.6072872829148,-1.2057854634229235,36.373736524190576
-8.767137100965613,-0.38923868459534106,35.519613490365494
-7.929347259328585,0.2739085264136608,34.60654888641755
-7.109021680754361,0.7950256442108773,33.6619884245475
-6.318616948257837,1.1895873724316526,32.707816854478395
-5.5677965161888885,1.475160412367347,31.760442935696837
-4.863500823333265,1.669782619010673,30.831363860696936
-4.210172479098871,1.7907881974971223,29.92798426632156
-3.6100764114392714,1.8540517785041777,29.054509414036342
-3.0636635924449265,1.8735798563316683,28.212789810417057
-2.569939247567267,1.8613632217185316,27.40304856487212
-2.126809000638687,1.8274083002810788,26.62446469916747
-1.7313872705467104,1.7798792086931994,25.875613489647538
-1.3802606226227194,1.7252990589888133,25.154780527873182
-1.069704654461566,1.6687746243979646,24.460172756929527
-0.7958567265756129,1.6142211813749616,23.790050523581748
-0.5548489357805555,1.5645738034677026,23.142802288432453
-0.3429066618557297,1.5219779556216355,22.51697987297621
-0.15641820010799318,1.487956534778964,21.91130811256171
0.008019273380702546,1.463553147170722,21.324679128063305
0.1535726607597045,1.4494529279287744,20.756138384309562
0.2831606874766115,1.4460829896744534,20.204867324155853
0.3994529176963957,1.4536949110523432,19.670165600713407
0.5048771170319905,1.472431728489048,19.15143467809765
0.6016325781776962,1.5023817927000707,18.64816372420944
0.6917074996299337,1.5436216684660657,18.159918176544014
0.7768989165135469,1.5962500357239722,17.686331038682866
0.8588340284345894,1.6604143177799993,17.227096793550377
0.9389920573691304,1.7363315331895097,16.781967748896463
1.0187260049511684,1.8243046496885842,16.350752624112136
1.09928386942491,1.9247355155909596,15.933317220011723
1.181829034041515,2.0381352578101346,15.529587067863394
