X,Y,Z
0.6021133114626169,0.25128495916256977,0.2996812876134075
0.5529973421406104,0.4155594158557939,0.28820811867231444
0.5337560324607361,0.5646492942605155,0.27801713272121176
0.5380810891127052,0.7069705571897427,0.2689835733069884
0.5617256146434905,0.8491162068286182,0.2611316933375183
0.6019602975494084,0.9964413732510802,0.2545856898580714
0.6571876481476424,1.1534933380562158,0.2495518247528826
0.7266704447348427,1.3243309223889905,0.24631852808683574
0.8103429116064234,1.5127654137473436,0.245268246606558
0.9086820619061522,1.722546261008871,0.246898543219809
1.0226230497805329,1.957508252959159,0.25185207522877334
1.1535069782255405,2.2216921269954764,0.26095641589830976
1.3030528990533314,2.5194470091611585,0.2752756782622966
1.4733480744684273,2.855520363098494,0.296176792830584
1.6668521948766366,3.2351389052444772,0.3254142194270242
1.8864123343281343,3.6640819566985305,0.36523792043456205
2.1352860814599897,4.148746697562702,0.4185306378534504
2.4171705677143693,4.696202506939142,0.48898192100122156
2.7362350392058374,5.314228713753888,0.5813079292224993
3.0971541536425646,6.011326286348916,0.7015277070854625
3.5051382522214536,6.796688791986393,0.8573082148784219
3.9659553277885453,7.680110776509396,1.0583915309660537
4.485937090609465,8.671801825213883,1.3171176604785613
5.071958153454084,9.782061122674019,1.6490541363592417
5.731372569144875,11.020749458690478,2.0737371704710017
6.471885333681259,12.396472680119603,2.6155154378068266
7.301327562182627,13.91536268672957,3.304461932780329
8.2272924796192,15.579311187393486,4.177274793583711
9.2565750987076,17.383483354867387,5.278015050225314
10.39434225456997,19.312926122111644,6.6584162562301845
11.642943996025805,21.33811411776363,8.377336525631408
13.000267813069101,23.40938869543534,10.49870328606001
14.457544736600374,25.450510252053046,13.087042700806327
15.996559908763748,27.352052622613552,16.199456422488353
17.58632888870272,28.96621311932384,19.87286746156682
19.179512680989678,30.105815245560233,24.105803377332435
20.709195040029556,30.55164502817183,28.835367217052244
22.087138038369474,30.073130751610297,33.91283439446824
23.20517701822319,28.466423549407807,39.085572138942126
23.941751532589034,25.60933267558938,43.99754798831856
24.175212892609082,21.52314615816356,48.222310373835164
23.80392354978671,16.4191281119031,51.335943329225756
22.770052188483003,10.700066721073618,53.01978248825826
21.08025422304569,4.896048523841546,53.1586693570247
18.81446542515711,-0.456423420993171,51.88722649392977
16.11654098669607,-4.946113156512624,49.55290638579106
13.167769406646853,-8.370235016437748,46.60847142162239
10.15244878741501,-10.736853273174386,43.48659774759315
7.227946498932495,-12.201753645680004,40.51212498192519
4.507788478686745,-12.984105808796324,37.87466334060047
2.058923278439115,-13.299393687085052,35.648131903465035
-0.09124109673426872,-13.323868918340372,33.82955520846689
-1.9438089917591233,-13.185311279050033,32.375764660228526
-3.5176193119798507,-12.968401659335793,31.229112124518895
-4.840728840609683,-12.725129771044875,30.33202960034699
-5.944544970870609,-12.484991243898875,29.6336306778306
-6.860207449094567,-12.263029421158308,29.0916826008941
-7.616602525183491,-12.065507435839718,28.672312279356984
-8.239449212675362,-11.893645007434698,28.348827157952552
-8.751036623941669,-11.745967120840831,28.10034882103142
-9.170326893507552,-11.619725887552269,27.910560923367655
-9.513242752673811,-11.511730484374468,27.76667013137312
-9.793031035111904,-11.418810416347693,27.658586625025716
-10.020640148484913,-11.33805702995347,27.57829551918812
-10.20507851189051,-11.26693394816613,27.519381941491602
-10.353738272969098,-11.203312058897575,27.47667484598683
-10.472678602999085,-11.145462655071736,27.44598054447631
-10.566868370289257,-11.0920287054961,27.42388320356529
-10.640390817218215,-11.041985921979522,27.407595004315265
-10.696614131884798,-10.994600269521309,27.394843010209108
-10.73833219115391,-10.949385574916157,27.38378311260724
-10.767879664880624,-10.906063135553218,27.37293390698571
-10.787225350774786,-10.864524226512733,27.361125192295273
-10.7980471933781,-10.824795849464044,27.347457145565926
-10.801792005230132,-10.787009776348212,27.33126723367003
-10.799722493186662,-10.751374801074515,27.31210267983597
-10.79295381629096,-10.718152054679553,27.289696873094858
-10.782481569665364,-10.6876332225753,27.263948543148818
-10.769202801072755,-10.66012150302778,27.234902855403316
-10.753931419346458,-10.635915151124335,27.202733835171
-10.73740914179536,-10.615293456208455,27.16772772348538
-10.720312945813195,-10.59850500114948,27.13026701212968
-10.703259833560274,-10.585758049230655,27.090815011971614
-10.686809583754128,-10.57721290037475,27.049900884147355
-10.671466048081015,-10.572976054739106,27.008105114432297
-10.657677449013148,-10.573096020137724,26.966045442760116
-10.645836048970589,-10.577560601616346,26.924363277107904
-10.636277486340994,-10.586295517601796,26.883710628061813
-10.629280010717506,-10.599164197575657,26.84473760095534
-10.625063796877647,-10.61596863085289,26.808080479603312
-10.623790473634182,-10.636451153993947,26.774350431838474
-10.62556296888455,-10.660297084516491,26.744122864222902
-10.63042574507302,-10.687138129545145,26.717927452825375
-10.638365478899118,-10.716556518375059,26.696238879670958
-10.64931222442575,-10.748089826143701,26.67946831072941
-10.663141088666263,-10.781236470495173,26.66795566101225
-10.67967444212231,-10.815461873020077,26.661962704986696
-10.698684682447999,-10.850205281311476,26.661667105221014
-10.719897566288886,-10.884887244912244,26.66715744777394
-10.742996121296155,-10.918917728781667,26.678429387897705
-10.767625146344127,-10.95170483109219,26.69538302251267
-10.793396302208855,-10.98266404851267,26.71782161488319
-10.819893786691388,-11.011228002434462,26.745451800201106
-10.846680576895418,-11.036856505131206,26.77788539666622
-10.873305206848428,-11.059046807387102,26.81464293365257
-10.899309030923842,-11.07734383092813,26.85515898552972
-10.924233902924442,-11.091350152698729,26.898789366040933
-10.947630177892842,-11.100735476589307,26.944820193852337
-10.969064919710346,-11.105245304712266,26.99247878578855
-10.988130173610616,-11.104708507731852,27.04094627203802
-11.004451140387589,-11.099043494717861,27.08937175981263
-11.017694069993826,-11.088262699532674,27.136887801980677
-11.027573678129265,-11.072475133995916,27.18262685913993
-11.033859881950596,-11.05188680798954,27.22573838197114
-11.036383651596047,-11.026798881962673,27.265406090124404
-11.035041783847374,-10.997603495318177,27.30086498865565
-11.029800423453286,-10.96477730099235,27.331417646744125
-11.020697186308755,-10.928872827212977,27.356449268560777
-11.007841776035347,-10.89050787629304,27.375441113753734
-10.991415030071424,-10.850353251526267,27.38798187445341
-10.971666381075103,-10.809119171249094,27.39377668466453
-10.948909771699462,-10.767540779219503,27.392653522531347
-10.923518112752268,-10.726363189246946,27.384566861102677
-10.895916423461523,-10.686326507753806,27.369598522938542
-10.866573835262443,-10.648151260749152,27.347955791967607
-10.835994674830582,-10.612524613446054,27.319966926488746
-10.804708866236748,-10.580087714944359,27.286074294985667
-10.773261905055813,-10.551424431742943,27.246825417595172
